iter	Passed	Remaining
407	4898	7107
408	4919	7107
409	4934	7101
410	4944	7086
411	4962	7082
412	4972	7068
413	4977	7044
414	4993	7038
415	5001	7021
416	5021	7020
417	5034	7010
418	5052	7005
419	5057	6984
420	5068	6970
421	5082	6961
422	5090	6944
423	5097	6924
424	5110	6914
425	5115	6892
426	5128	6881
427	5139	6869
428	5150	6855
429	5163	6844
430	5169	6824
431	5175	6804
432	5187	6792
433	5196	6777
434	5213	6771
435	5218	6750
436	5237	6748
437	5241	6725
438	5255	6716
439	5261	6695
440	5281	6694
441	5288	6676
442	5304	6669
443	5315	6656
444	5332	6651
445	5343	6636
446	5358	6629
447	5372	6620
448	5384	6607
449	5403	6604
450	5423	6602
451	5441	6596
452	5451	6582
453	5463	6570
454	5473	6556
455	5492	6552
456	5506	6542
457	5525	6538
458	5534	6523
459	5546	6511
460	5572	6515
461	5576	6494
462	5594	6488
463	5603	6473
464	5620	6466
465	5645	6469
466	5652	6451
467	5665	6439
468	5676	6427
469	5691	6418
470	5694	6396
471	5705	6382
472	5718	6371
473	5753	6385
474	5772	6379
475	5784	6367
476	5798	6357
477	5804	6338
478	5816	6326
479	5835	6322
480	5844	6306
481	5858	6295
482	5873	6287
483	5893	6282
484	5902	6268
485	5920	6261
486	5932	6249
487	5946	6239
488	5957	6225
489	5969	6212
490	5982	6201
491	5994	6188
492	5999	6170
493	6027	6173
494	6034	6156
495	6037	6134
496	6064	6137
497	6085	6133
498	6112	6136
499	6122	6122
500	6135	6111
501	6145	6096
502	6157	6084
503	6171	6073
504	6182	6060
505	6198	6051
506	6207	6035
507	6222	6026
508	6238	6017
509	6249	6004
510	6261	5992
511	6271	5977
512	6278	5960
513	6291	5948
514	6302	5935
515	6309	5917
516	6322	5906
517	6339	5898
518	6342	5878
519	6355	5866
520	6366	5853
521	6369	5832
522	6385	5823
523	6393	5807
524	6404	5794
525	6416	5782
526	6423	5765
527	6437	5754
528	6448	5741
529	6462	5731
530	6480	5723
531	6491	5710
532	6495	5691
533	6511	5682
534	6515	5663
535	6526	5649
536	6534	5634
537	6542	5618
538	6551	5603
539	6562	5590
540	6572	5576
541	6576	5557
542	6581	5539
543	6591	5524
544	6594	5505
545	6598	5486
546	6605	5470
547	6611	5453
548	6614	5433
549	6622	5418
550	6627	5400
551	6630	5381
552	6638	5365
553	6642	5347
554	6650	5332
555	6653	5313
556	6662	5298
557	6670	5284
558	6680	5270
559	6687	5254
560	6695	5239
561	6699	5221
562	6702	5202
563	6708	5185
564	6717	5172
565	6722	5154
566	6731	5140
567	6739	5125
568	6746	5110
569	6754	5095
570	6757	5077
571	6762	5059
572	6769	5044
573	6772	5026
574	6782	5013
575	6791	4999
576	6800	4985
577	6803	4967
578	6807	4950
579	6819	4938
580	6823	4921
581	6831	4906
582	6840	4892
583	6844	4875
584	6851	4860
585	6857	4844
586	6866	4830
587	6873	4816
588	6880	4801
589	6883	4783
590	6889	4767
591	6896	4753
592	6901	4736
593	6905	4719
594	6913	4705
595	6918	4689
596	6924	4674
597	6938	4664
598	6941	4646
599	6946	4630
600	6949	4613
601	6952	4596
602	6955	4579
603	6958	4562
604	6967	4548
605	6971	4532
606	6976	4517
607	6980	4500
608	6983	4483
609	6990	4469
610	6998	4455
611	7005	4441
612	7008	4424
613	7012	4408
614	7017	4392
615	7020	4376
616	7029	4363
617	7035	4348
618	7039	4332
619	7044	4317
620	7051	4303
621	7059	4290
622	7065	4275
623	7073	4262
624	7086	4251
625	7090	4236
626	7095	4221
627	7098	4204
628	7106	4191
629	7111	4176
630	7118	4162
631	7122	4147
632	7128	4133
633	7135	4119
634	7138	4103
635	7146	4090
636	7156	4078
637	7163	4064
638	7171	4051
639	7174	4035
640	7184	4023
641	7188	4008
642	7198	3996
643	7201	3980
644	7209	3967
645	7216	3954
646	7223	3941
647	7226	3925
648	7234	3912
649	7239	3898
650	7248	3886
651	7254	3872
652	7262	3859
653	7265	3844
654	7271	3829
655	7279	3817
656	7287	3804
657	7291	3789
658	7300	3777
659	7303	3762
660	7310	3749
661	7316	3735
662	7324	3723
663	7327	3707
664	7334	3694
665	7341	3681
666	7344	3666
667	7349	3652
668	7360	3641
669	7364	3627
670	7367	3612
671	7379	3602
672	7384	3587
673	7392	3575
674	7401	3563
675	7404	3549
676	7413	3537
677	7419	3523
678	7423	3509
679	7432	3497
680	7438	3484
681	7442	3470
682	7450	3457
683	7453	3443
684	7456	3428
685	7463	3416
686	7467	3402
687	7475	3389
688	7482	3377
689	7489	3364
690	7492	3350
691	7499	3338
692	7502	3323
693	7510	3311
694	7517	3299
695	7524	3286
696	7527	3272
697	7534	3260
698	7539	3246
699	7542	3232
700	7550	3220
701	7558	3208
702	7562	3194
703	7566	3181
704	7573	3169
705	7581	3157
706	7588	3145
707	7593	3131
708	7601	3120
709	7605	3106
710	7609	3093
711	7614	3079
712	7617	3066
713	7625	3054
714	7629	3041
715	7635	3028
716	7639	3015
717	7647	3003
718	7651	2990
719	7657	2977
720	7660	2964
721	7664	2951
722	7666	2937
723	7672	2925
724	7677	2912
725	7686	2901
726	7693	2889
727	7698	2876
728	7702	2863
729	7710	2851
730	7716	2839
731	7725	2828
732	7730	2816
733	7733	2802
734	7738	2789
735	7746	2778
736	7754	2767
737	7757	2754
738	7761	2741
739	7769	2729
740	7776	2718
741	7779	2705
742	7786	2693
743	7789	2680
744	7793	2667
745	7796	2654
746	7804	2643
747	7807	2630
748	7815	2619
749	7819	2606
750	7823	2593
751	7829	2582
752	7839	2571
753	7848	2560
754	7851	2547
755	7859	2536
756	7867	2525
757	7877	2514
758	7884	2503
759	7895	2493
760	7899	2480
761	7910	2470
762	7915	2458
763	7918	2445
764	7926	2434
765	7933	2423
766	7937	2411
767	7940	2398
768	7944	2386
769	7952	2375
770	7956	2363
771	7960	2350
772	7968	2340
773	7972	2327
774	7978	2316
775	7982	2304
776	7985	2291
777	7988	2279
778	7995	2268
779	8003	2257
780	8007	2245
781	8013	2234
782	8021	2223
783	8025	2211
784	8031	2199
785	8038	2188
786	8042	2176
787	8049	2165
788	8053	2153
789	8061	2142
790	8065	2131
791	8072	2120
792	8076	2108
793	8079	2096
794	8087	2085
795	8095	2074
796	8100	2063
797	8104	2051
798	8111	2040
799	8116	2029
800	8119	2017
801	8128	2006
802	8134	1995
803	8138	1984
804	8146	1973
805	8150	1961
806	8161	1951
807	8165	1940
808	8170	1929
809	8174	1917
810	8182	1906
811	8189	1896
812	8193	1884
813	8197	1873
814	8200	1861
815	8207	1850
816	8211	1839
817	8215	1827
818	8223	1817
819	8227	1805
820	8234	1795
821	8238	1784
822	8242	1772
823	8249	1762
824	8255	1751
825	8259	1739
826	8266	1729
827	8270	1718
828	8277	1707
829	8285	1696
830	8291	1686
831	8296	1675
832	8299	1663
833	8306	1653
834	8310	1642
835	8319	1632
836	8324	1621
837	8329	1610
838	8337	1600
839	8341	1588
840	8349	1578
841	8357	1568
842	8362	1557
843	8366	1546
844	8377	1536
845	8381	1525
846	8389	1515
847	8397	1505
848	8402	1494
849	8425	1486
850	8433	1476
851	8436	1465
852	8440	1454
853	8449	1444
854	8456	1434
855	8460	1423
856	8467	1412
857	8471	1401
858	8479	1391
859	8485	1381
860	8488	1370
861	8496	1360
862	8518	1352
863	8529	1342
864	8533	1331
865	8537	1321
866	8545	1310
867	8549	1300
868	8553	1289
869	8556	1278
870	8561	1268
871	8569	1257
872	8574	1247
873	8577	1236
874	8585	1226
875	8592	1216
876	8601	1206
877	8609	1196
878	8618	1186
879	8624	1176
880	8632	1165
881	8638	1155
882	8641	1145
883	8648	1134
884	8654	1124
885	8662	1114
886	8665	1103
887	8675	1094
888	8679	1083
889	8683	1073
890	8692	1063
891	8698	1053
892	8702	1042
893	8709	1032
894	8713	1022
895	8716	1011
896	8720	1001
897	8726	991
898	8732	981
899	8736	970
900	8746	961
901	8750	950
902	8758	940
903	8761	930
904	8770	920
905	8775	910
906	8778	900
907	8785	890
908	8795	880
909	8798	870
910	8805	860
911	8809	850
912	8819	840
913	8826	830
914	8832	820
915	8835	810
916	8839	800
917	8851	790
918	8856	780
919	8859	770
920	8870	760
921	8873	750
922	8881	740
923	8889	731
924	8893	721
925	8900	711
926	8904	701
927	8911	691
928	8914	681
929	8922	671
930	8925	661
931	8933	651
932	8937	641
933	8944	632
934	8948	622
935	8953	612
936	8964	602
937	8968	592
938	8977	583
939	8981	573
940	8987	563
941	8991	553
942	8999	543
943	9003	534
944	9006	524
945	9014	514
946	9017	504
947	9024	495
948	9028	485
949	9036	475
950	9039	465
951	9049	456
952	9053	446
953	9057	436
954	9062	427
955	9064	417
956	9071	407
957	9075	397
958	9082	388
959	9089	378
960	9092	369
961	9096	359
962	9104	349
963	9110	340
964	9113	330
965	9124	321
966	9127	311
967	9130	301
968	9142	292
969	9145	282
970	9150	273
971	9152	263
972	9161	254
973	9165	244
974	9174	235
975	9178	225
976	9187	216
977	9200	206
978	9211	197
979	9224	188
980	9242	179
981	9249	169
982	9262	160
983	9272	150
984	9283	141
985	9293	131
986	9303	122
987	9310	113
988	9321	103
989	9324	94
990	9337	84
991	9341	75
992	9348	65
993	9360	56
994	9365	47
995	9375	37
996	9379	28
997	9386	18
998	9394	9
999	9397	0
503	1204
932	16517	1186
933	16529	1168
934	16538	1149
935	16548	1131
936	16564	1113
937	16580	1095
938	16599	1078
939	16609	1060
940	16613	1041
941	16627	1023
942	16644	1006
943	16665	988
944	16682	970
945	16697	953
946	16715	935
947	16727	917
948	16738	899
949	16746	881
950	16762	863
951	16770	845
952	16781	827
953	16794	809
954	16801	791
955	16809	773
956	16815	755
957	16844	738
958	16873	721
959	16896	704
960	16909	686
961	16924	668
962	16932	650
963	16949	632
964	16966	615
965	16979	597
966	16987	579
967	17002	562
968	17006	544
969	17031	526
970	17034	508
971	17062	491
972	17071	473
973	17088	456
974	17106	438
975	17133	421
976	17137	403
977	17148	385
978	17170	368
979	17174	350
980	17187	332
981	17196	315
982	17203	297
983	17214	279
984	17243	262
985	17260	245
986	17279	227
987	17289	209
988	17297	192
989	17310	174
990	17324	157
991	17338	139
992	17341	122
993	17353	104
994	17363	87
995	17368	69
996	17388	52
997	17397	34
998	17413	17
999	17425	0
